ls

ls
<CR>
         TIME          Size       File name 
----A 2021/02/24 05:04    128000  02240449
----A 2021/02/24 05:21    128000  02240506
----A 2021/02/24 05:38    128000  02240523
----A 2021/02/24 05:55    128000  02240540
----A 2021/02/24 06:12    128000  02240557
----A 2021/02/24 06:29    128000  02240614
----A 2021/02/24 06:46    128000  02240631
----A 2021/02/24 07:03    128000  02240648
----A 2021/02/24 07:20    128000  02240705
----A 2021/02/24 07:37    128000  02240722
----A 2021/02/24 07:54    128000  02240739
----A 2021/02/24 08:11    128000  02240756
----A 2021/02/24 08:28    128000  02240813
----A 2021/02/24 08:45    128000  02240830
----A 2021/02/24 09:02    128000  02240847
----A 2021/02/24 09:19    128000  02240904
----A 2021/02/24 09:37    128000  02240921
----A 2021/02/24 09:53    128000  02240938
----A 2021/02/24 10:11    128000  02240955
----A 2021/02/24 10:27    128000  02241012
----A 2021/02/24 10:45    128000  02241029
----A 2021/02/24 10:46      2560  02241046
----A 2021/02/25 11:15     10544  0225
----A 2021/02/25 05:24    128000  02250509
----A 2021/02/25 05:41    128000  02250526
----A 2021/02/25 05:58    128000  02250543
----A 2021/02/25 06:15    128000  02250600
----A 2021/02/25 06:33    128000  02250617
----A 2021/02/25 06:49    128000  02250634
----A 2021/02/25 07:07    128000  02250651
----A 2021/02/25 07:23    128000  02250708
----A 2021/02/25 07:41    128000  02250725
----A 2021/02/25 07:57    128000  02250742
----A 2021/02/25 08:15    128000  02250759
----A 2021/02/25 08:31    128000  02250816
----A 2021/02/25 08:49    128000  02250833
----A 2021/02/25 09:05    128000  02250850
----A 2021/02/25 09:23    128000  02250907
----A 2021/02/25 09:39    128000  02250924
----A 2021/02/25 09:57    128000  02250941
----A 2021/02/25 10:13    128000  02250958
----A 2021/02/25 10:31    128000  02251015
----A 2021/02/25 10:47    128000  02251032
----A 2021/02/25 11:05    128000  02251049
----A 2021/02/25 11:07      2560  02251106

 150 File(s),  17369920 bytes total
   0 Dir(s),     983056K bytes free

/> 
read 0225
read 0225
<CR>Time:2021/02/25 11:07
Hours Minutes Seconds  Nb_Samples    Aver. Current 
4 41 23 13 5931 
4 41 37 12 5931 
4 41 53 13 6113 
4 42 7 12 7929 
4 43 7 10 8837 
4 53 40 12 5629 
4 53 56 13 6174 
4 54 10 12 7263 
4 54 26 13 7263 
4 54 40 12 7626 
4 54 56 13 7747 
4 55 10 12 8474 
4 55 26 13 9079 
4 55 40 12 9018 
4 55 56 13 8958 
4 56 10 12 8958 
4 56 26 13 9079 
4 56 40 12 9018 
4 56 56 13 9018 
4 57 10 12 9018 
4 57 26 13 9018 
4 57 40 12 9018 
4 57 56 13 9018 
4 58 10 12 9018 
4 58 26 13 9018 
4 58 40 12 9018 
4 58 56 13 9018 
4 59 10 12 9018 
4 59 26 13 9018 
4 59 40 12 9018 
4 59 56 13 9018 
5 0 10 12 9018 
5 0 26 13 9018 
5 0 40 12 9018 
5 0 56 13 9018 
5 1 10 12 9018 
5 1 26 13 9018 
5 1 40 12 9018 
5 1 56 13 9018 
5 2 10 12 9018 
5 2 26 13 9018 
5 2 40 12 9018 
5 2 56 13 9018 
5 3 10 12 9018 
5 3 26 13 9018 
5 3 40 12 9018 
5 3 56 13 9018 
5 4 10 12 9018 
5 4 26 13 9018 
5 4 40 12 9018 
5 4 56 13 9018 
5 5 10 12 9018 
5 5 26 13 9018 
5 5 40 12 9018 
5 5 56 13 9018 
5 6 10 12 9018 
5 6 26 13 9018 
5 6 40 12 9018 
5 6 56 13 9018 
5 7 10 12 9018 
5 9 44 13 9018 
5 9 58 12 9018 
5 10 14 13 9018 
5 10 28 12 9018 
5 10 44 13 9018 
5 10 58 12 9018 
5 11 14 13 9018 
5 11 28 12 9018 
5 11 44 13 9018 
5 11 58 12 9018 
5 12 14 13 9018 
5 12 28 12 9018 
5 12 44 13 9018 
5 12 58 12 9018 
5 13 14 13 9018 
5 13 28 12 9018 
5 13 44 13 9018 
5 13 58 12 9018 
5 14 14 13 9018 
5 14 28 12 9018 
5 14 44 13 9018 
5 14 58 12 9018 
5 15 14 13 9018 
5 15 28 12 9018 
5 15 44 13 9018 
5 15 58 12 9018 
5 16 14 13 9018 
5 16 28 12 9018 
5 16 44 13 9018 
5 16 58 12 9018 
5 17 14 13 9018 
5 17 28 12 9018 
5 17 44 13 9018 
5 17 58 12 9018 
5 18 14 13 9018 
5 18 28 12 9018 
5 18 44 13 9018 
5 18 58 12 9018 
5 19 14 13 9018 
5 19 28 12 9018 
5 19 44 13 9018 
5 19 58 12 9018 
5 20 14 13 9018 
5 20 28 12 9018 
5 20 44 13 9018 
5 20 58 12 9018 
5 21 14 13 9018 
5 21 28 12 9018 
5 21 44 13 9018 
5 21 58 12 9018 
5 22 14 13 9018 
5 22 28 12 9018 
5 22 44 13 9018 
5 22 58 12 9018 
5 23 14 13 9018 
5 23 28 12 9018 
5 23 44 13 9018 
5 23 58 12 9018 
5 24 14 13 9018 
5 26 45 13 9018 
5 27 0 12 9018 
5 27 15 13 9018 
5 27 30 12 9018 
5 27 45 13 9018 
5 28 0 12 9018 
5 28 15 13 9018 
5 28 30 12 8958 
5 28 45 13 9018 
5 29 0 12 9018 
5 29 15 13 9018 
5 29 30 12 8958 
5 29 45 13 9018 
5 30 0 12 9018 
5 30 15 13 9018 
5 30 30 12 9018 
5 30 45 13 9018 
5 31 0 12 9018 
5 31 15 13 9018 
5 31 30 12 9018 
5 31 45 13 9018 
5 32 0 12 9018 
5 32 15 13 9018 
5 32 30 12 9018 
5 32 45 13 9018 
5 33 0 12 9018 
5 33 15 13 9018 
5 33 30 12 9018 
5 33 45 13 9018 
5 34 0 12 9018 
5 34 15 13 9018 
5 34 30 12 9018 
5 34 45 13 9018 
5 35 0 12 9018 
5 35 15 13 9018 
5 35 30 12 9018 
5 35 45 13 9018 
5 36 0 12 9018 
5 36 15 13 9018 
5 36 30 12 9018 
5 36 45 13 9018 
5 37 0 12 9018 
5 37 15 13 9018 
5 37 30 12 9018 
5 37 45 13 9018 
5 38 0 12 9018 
5 38 15 13 9018 
5 38 30 12 9018 
5 38 45 13 9018 
5 39 0 12 9018 
5 39 15 13 9018 
5 39 30 12 9018 
5 39 45 13 9018 
5 40 0 12 9018 
5 40 15 13 9018 
5 40 30 12 9018 
5 40 45 13 9018 
5 41 0 12 9018 
5 41 15 13 9018 
5 43 45 13 9018 
5 44 0 12 9018 
5 44 15 13 9018 
5 44 30 12 9018 
5 44 45 13 9018 
5 45 0 12 9018 
5 45 15 13 9018 
5 45 30 12 9018 
5 45 45 13 9018 
5 46 0 12 9018 
5 46 15 13 9018 
5 46 30 12 9018 
5 46 45 13 9018 
5 47 0 12 9018 
5 47 15 13 9018 
5 47 30 12 9018 
5 47 45 13 9018 
5 48 0 12 9018 
5 48 15 13 9018 
5 48 30 12 9018 
5 48 45 13 9018 
5 49 0 12 9018 
5 49 15 13 9018 
5 49 30 12 9018 
5 49 45 13 9018 
5 50 0 12 9018 
5 50 15 13 9018 
5 50 30 12 9018 
5 50 45 13 9018 
5 51 0 12 9018 
5 51 15 13 9018 
5 51 30 12 9018 
5 51 45 13 9018 
5 52 0 12 9018 
5 52 15 13 9018 
5 52 30 12 9018 
5 52 45 13 9018 
5 53 0 12 9018 
5 53 15 13 9018 
5 53 30 12 9018 
5 53 45 13 9018 
5 54 0 12 9018 
5 54 15 13 9018 
5 54 30 12 9018 
5 54 45 13 9018 
5 55 0 12 9018 
5 55 15 13 9018 
5 55 30 12 9018 
5 55 45 13 9018 
5 56 0 12 9018 
5 56 15 13 9018 
5 56 30 12 9018 
5 56 45 13 9018 
5 57 0 12 9018 
5 57 15 13 9018 
5 57 30 12 9018 
5 57 45 13 9018 
5 58 0 12 9018 
5 58 15 13 9018 
6 0 45 13 9018 
6 1 0 12 9018 
6 1 15 13 9018 
6 1 30 12 9018 
6 1 45 13 9018 
6 2 0 12 9018 
6 2 15 13 9018 
6 2 30 12 9018 
6 2 45 13 9018 
6 3 0 12 9018 
6 3 15 13 9018 
6 3 30 12 9018 
6 3 45 13 9018 
6 4 0 12 9018 
6 4 15 13 9018 
6 4 30 12 9018 
6 4 45 13 9018 
6 5 0 12 9018 
6 5 15 13 9018 
6 5 30 12 9018 
6 5 45 13 9018 
6 6 0 12 9018 
6 6 15 13 9018 
6 6 30 12 9018 
6 6 45 13 9018 
6 7 0 12 9018 
6 7 15 13 9018 
6 7 30 12 9018 
6 7 45 13 8958 
6 8 0 12 9018 
6 8 15 13 9018 
6 8 30 12 9018 
6 8 45 13 9018 
6 9 0 12 9018 
6 9 15 13 9018 
6 9 30 12 9018 
6 9 45 13 9018 
6 10 0 12 9018 
6 10 15 13 9018 
6 10 30 12 9018 
6 10 45 13 9018 
6 11 0 12 9018 
6 11 15 13 9018 
6 11 30 12 9018 
6 11 45 13 9018 
6 12 0 12 9018 
6 12 15 13 9018 
6 12 30 12 9018 
6 12 45 13 9018 
6 13 0 12 9018 
6 13 15 13 9018 
6 13 30 12 9018 
6 13 45 13 9018 
6 14 0 12 9018 
6 14 15 13 9018 
6 14 30 12 9018 
6 14 45 13 9018 
6 15 0 12 9018 
6 15 15 13 9018 
6 17 46 13 9018 
6 18 1 12 9018 
6 18 16 13 9018 
6 18 31 12 9018 
6 18 46 13 9018 
6 19 1 12 9018 
6 19 16 13 9018 
6 19 31 12 9018 
6 19 46 13 9018 
6 20 1 12 9018 
6 20 16 13 9018 
6 20 31 12 9018 
6 20 46 13 9018 
6 21 1 12 9018 
6 21 16 13 9018 
6 21 31 12 9018 
6 21 46 13 9018 
6 22 1 12 9018 
6 22 16 13 9018 
6 22 31 12 9018 
6 22 46 13 9018 
6 23 1 12 9018 
6 23 16 13 9018 
6 23 31 12 8958 
6 23 46 13 9018 
6 24 1 12 9018 
6 24 16 13 9018 
6 24 31 12 9018 
6 24 46 13 9018 
6 25 1 12 9018 
6 25 16 13 9018 
6 25 31 12 9018 
6 25 46 13 9018 
6 26 1 12 9018 
6 26 16 13 9018 
6 26 31 12 9018 
6 26 46 13 9018 
6 27 1 12 9018 
6 27 16 13 9018 
6 27 31 12 9018 
6 27 46 13 9018 
6 28 1 12 9018 
6 28 16 13 9018 
6 28 31 12 9018 
6 28 46 13 9018 
6 29 1 12 9018 
6 29 16 13 9018 
6 29 31 12 9018 
6 29 46 13 9018 
6 30 1 12 9018 
6 30 16 13 9018 
6 30 31 12 9018 
6 30 46 13 9018 
6 31 1 12 9018 
6 31 16 13 9018 
6 31 31 12 9018 
6 31 46 13 9018 
6 32 1 12 9018 
6 32 16 13 9018 
6 34 46 13 9018 
6 35 1 12 9018 
6 35 16 13 9018 
6 35 31 12 9018 
6 35 46 13 9018 
6 36 1 12 9018 
6 36 16 13 9018 
6 36 31 12 9018 
6 36 46 13 9018 
6 37 1 12 9018 
6 37 16 13 9018 
6 37 31 12 9018 
6 37 46 13 9018 
6 38 1 12 9018 
6 38 16 13 9018 
6 38 31 12 9018 
6 38 46 13 9018 
6 39 1 12 8958 
6 39 16 13 8958 
6 39 31 12 9018 
6 39 46 13 9018 
6 40 1 12 9018 
6 40 16 13 9018 
6 40 31 12 9018 
6 40 46 13 9018 
6 41 1 12 9018 
6 41 16 13 9018 
6 41 31 12 9018 
6 41 46 13 9018 
6 42 1 12 9018 
6 42 16 13 9018 
6 42 31 12 9018 
6 42 46 13 9018 
6 43 1 12 9018 
6 43 16 13 9018 
6 43 31 12 9018 
6 43 46 13 9018 
6 44 1 12 9018 
6 44 16 13 9018 
6 44 31 12 9018 
6 44 46 13 9018 
6 45 1 12 9018 
6 45 16 13 9018 
6 45 31 12 9018 
6 45 46 13 9018 
6 46 1 12 9018 
6 46 16 13 9018 
6 46 31 12 9018 
6 46 46 13 9018 
6 47 1 12 9018 
6 47 16 13 9018 
6 47 31 12 8958 
6 47 46 13 9018 
6 48 1 12 9018 
6 48 16 13 9018 
6 48 31 12 9018 
6 48 46 13 9018 
6 49 1 12 9018 
6 49 16 13 9018 
6 51 46 13 9018 
6 52 1 12 9018 
6 52 16 13 9018 
6 52 31 12 9018 
6 52 46 13 9018 
6 53 1 12 9018 
6 53 16 13 9018 
6 53 31 12 9018 
6 53 46 13 8958 
6 54 1 12 9018 
6 54 16 13 9018 
6 54 31 12 9018 
6 54 46 13 9018 
6 55 1 12 9018 
6 55 16 13 9018 
6 55 31 12 9018 
6 55 46 13 9018 
6 56 1 12 9018 
6 56 16 13 9018 
6 56 31 12 9018 
6 56 46 13 9018 
6 57 1 12 9018 
6 57 16 13 9018 
6 57 31 12 9018 
6 57 46 13 9018 
6 58 1 12 9018 
6 58 16 13 9018 
6 58 31 12 9018 
6 58 46 13 9018 
6 59 1 12 9018 
6 59 16 13 9018 
6 59 31 12 9018 
6 59 46 13 9018 
7 0 1 12 9018 
7 0 16 13 9018 
7 0 31 12 9018 
7 0 46 13 9018 
7 1 1 12 9018 
7 1 16 13 9018 
7 1 31 12 9018 
7 1 46 13 9018 
7 2 1 12 9018 
7 2 16 13 9018 
7 2 31 12 9018 
7 2 46 13 9018 
7 3 1 12 9018 
7 3 16 13 9018 
7 3 31 12 9018 
7 3 46 13 9018 
7 4 1 12 8958 
7 4 16 13 9018 
7 4 31 12 9018 
7 4 46 13 9018 
7 5 1 12 9018 
7 5 16 13 9018 
7 5 31 12 9018 
7 5 46 13 9018 
7 6 1 12 9018 
7 6 16 13 9018 
7 8 48 13 9018 
7 9 2 12 9018 
7 9 18 13 9018 
7 9 32 12 9018 
7 9 48 13 9018 
7 10 2 12 9018 
7 10 18 13 9018 
7 10 32 12 9018 
7 10 48 13 9018 
7 11 2 12 9018 
7 11 18 13 9018 
7 11 32 12 9018 
7 11 48 13 9018 
7 12 2 12 9018 
7 12 18 13 8958 
7 12 32 12 9018 
7 12 48 13 9018 
7 13 2 12 9018 
7 13 18 13 9018 
7 13 32 12 9018 
7 13 48 13 9018 
7 14 2 12 9018 
7 14 18 13 9018 
7 14 32 12 9018 
7 14 48 13 9018 
7 15 2 12 9018 
7 15 18 13 9018 
7 15 32 12 9018 
7 15 48 13 9018 
7 16 2 12 9018 
7 16 18 13 9018 
7 16 32 12 9018 
7 16 48 13 9018 
7 17 2 12 9018 
7 17 18 13 9018 
7 17 32 12 9018 
7 17 48 13 9018 
7 18 2 12 9018 
7 18 18 13 9018 
7 18 32 12 9018 
7 18 48 13 9018 
7 19 2 12 9018 
7 19 18 13 9018 
7 19 32 12 9018 
7 19 48 13 9018 
7 20 2 12 9018 
7 20 18 13 9018 
7 20 32 12 9018 
7 20 48 13 9018 
7 21 2 12 9018 
7 21 18 13 9018 
7 21 32 12 9018 
7 21 48 13 9018 
7 22 2 12 9018 
7 22 18 13 9018 
7 22 32 12 9018 
7 22 48 13 9018 
7 23 2 12 9018 
7 23 18 13 9018 
7 25 48 13 9018 
7 26 2 12 9018 
7 26 18 13 9018 
7 26 32 12 9018 
7 26 48 13 9018 
7 27 2 12 9018 
7 27 18 13 9018 
7 27 32 12 9018 
7 27 48 13 9018 
7 28 2 12 9018 
7 28 18 13 9018 
7 28 32 12 9018 
7 28 48 13 9018 
7 29 2 12 9018 
7 29 18 13 9018 
7 29 32 12 9018 
7 29 48 13 9018 
7 30 2 12 9018 
7 30 18 13 9018 
7 30 32 12 9018 
7 30 48 13 9018 
7 31 2 12 9018 
7 31 18 13 8958 
7 31 32 12 9018 
7 31 48 13 9018 
7 32 2 12 9018 
7 32 18 13 9018 
7 32 32 12 9018 
7 32 48 13 9018 
7 33 2 12 9018 
7 33 18 13 9018 
7 33 32 12 9018 
7 33 48 13 9018 
7 34 2 12 9018 
7 34 18 13 9018 
7 34 32 12 9018 
7 34 48 13 9018 
7 35 2 12 9018 
7 35 18 13 9018 
7 35 32 12 9018 
7 35 48 13 9018 
7 36 2 12 9018 
7 36 18 13 9018 
7 36 32 12 9018 
7 36 48 13 9018 
7 37 2 12 9018 
7 37 18 13 9018 
7 37 32 12 9018 
7 37 48 13 9018 
7 38 2 12 9018 
7 38 18 13 9018 
7 38 32 12 9018 
7 38 48 13 9018 
7 39 2 12 9018 
7 39 18 13 9018 
7 39 32 12 9018 
7 39 48 13 9018 
7 40 2 12 9018 
7 40 18 13 9018 
7 42 49 13 9018 
7 43 3 12 9018 
7 43 19 13 9018 
7 43 33 12 9018 
7 43 49 13 9018 
7 44 3 12 9018 
7 44 19 13 9018 
7 44 33 12 8958 
7 44 49 13 9018 
7 45 3 12 9018 
7 45 19 13 9018 
7 45 33 12 9018 
7 45 49 13 9018 
7 46 3 12 9018 
7 46 19 13 9018 
7 46 33 12 9018 
7 46 49 13 9018 
7 47 3 12 9018 
7 47 19 13 9018 
7 47 33 12 9018 
7 47 49 13 9018 
7 48 3 12 9018 
7 48 19 13 9018 
7 48 33 12 9018 
7 48 49 13 9018 
7 49 3 12 9018 
7 49 19 13 9018 
7 49 33 12 9018 
7 49 49 13 9018 
7 50 3 12 9018 
7 50 19 13 9018 
7 50 33 12 9018 
7 50 49 13 9018 
7 51 3 12 9018 
7 51 19 13 9018 
7 51 33 12 9018 
7 51 49 13 9018 
7 52 3 12 9018 
7 52 19 13 9018 
7 52 33 12 8958 
7 52 49 13 8958 
7 53 3 12 9018 
7 53 19 13 9018 
7 53 33 12 9018 
7 53 49 13 9018 
7 54 3 12 9018 
7 54 19 13 9018 
7 54 33 12 8958 
7 54 49 13 9018 
7 55 3 12 9018 
7 55 19 13 9018 
7 55 33 12 9018 
7 55 49 13 8958 
7 56 3 12 9018 
7 56 19 13 9018 
7 56 33 12 9018 
7 56 49 13 9018 
7 57 3 12 9018 
7 57 19 13 9018 
7 59 49 13 9018 
8 0 3 12 9018 
8 0 19 13 9018 
8 0 33 12 9018 
8 0 49 13 9018 
8 1 3 12 9018 
8 1 19 13 9018 
8 1 33 12 8958 
8 1 49 13 8958 
8 2 3 12 9018 
8 2 19 13 9018 
8 2 33 12 9018 
8 2 49 13 9018 
8 3 3 12 9018 
8 3 19 13 9018 
8 3 33 12 9018 
8 3 49 13 8958 
8 4 3 12 9018 
8 4 19 13 9018 
8 4 33 12 9018 
8 4 49 13 9018 
8 5 3 12 9018 
8 5 19 13 9018 
8 5 33 12 9018 
8 5 49 13 9018 
8 6 3 12 9018 
8 6 19 13 9018 
8 6 33 12 9018 
8 6 49 13 9018 
8 7 3 12 9018 
8 7 19 13 9018 
8 7 33 12 9018 
8 7 49 13 9018 
8 8 3 12 9018 
8 8 19 13 9018 
8 8 33 12 9018 
8 8 49 13 8958 
8 9 3 12 8958 
8 9 19 13 9018 
8 9 33 12 9018 
8 9 49 13 9018 
8 10 3 12 9018 
8 10 19 13 9018 
8 10 33 12 9018 
8 10 49 13 9018 
8 11 3 12 9018 
8 11 19 13 9018 
8 11 33 12 9018 
8 11 49 13 9018 
8 12 3 12 9018 
8 12 19 13 9018 
8 12 33 12 9018 
8 12 49 13 9018 
8 13 3 12 9018 
8 13 19 13 9018 
8 13 33 12 9018 
8 13 49 13 9018 
8 14 3 12 9018 
8 14 19 13 9018 
8 16 49 13 9018 
8 17 3 12 9018 
8 17 19 13 8958 
8 17 33 12 9018 
8 17 49 13 9018 
8 18 3 12 9018 
8 18 19 13 9018 
8 18 33 12 9018 
8 18 49 13 9018 
8 19 3 12 8958 
8 19 19 13 9018 
8 19 33 12 9018 
8 19 49 13 9018 
8 20 3 12 9018 
8 20 19 13 9018 
8 20 33 12 8958 
8 20 49 13 8958 
8 21 3 12 9018 
8 21 19 13 9018 
8 21 33 12 9018 
8 21 49 13 9018 
8 22 3 12 9018 
8 22 19 13 9018 
8 22 33 12 9018 
8 22 49 13 9018 
8 23 3 12 8958 
8 23 19 13 9018 
8 23 33 12 8958 
8 23 49 13 8958 
8 24 3 12 9018 
8 24 19 13 9018 
8 24 33 12 8958 
8 24 49 13 9018 
8 25 3 12 9018 
8 25 19 13 9018 
8 25 33 12 9018 
8 25 49 13 8958 
8 26 3 12 8958 
8 26 19 13 8958 
8 26 33 12 9018 
8 26 49 13 9018 
8 27 3 12 9018 
8 27 19 13 9018 
8 27 33 12 9018 
8 27 49 13 9018 
8 28 3 12 9018 
8 28 19 13 9018 
8 28 33 12 8958 
8 28 49 13 9018 
8 29 3 12 9018 
8 29 19 13 8958 
8 29 33 12 8958 
8 29 49 13 9018 
8 30 3 12 8958 
8 30 19 13 9018 
8 30 33 12 9018 
8 30 49 13 9018 
8 31 3 12 9018 
8 31 19 13 9018 
8 33 50 13 8958 
8 34 5 12 9018 
8 34 20 13 8958 
8 34 35 12 9018 
8 34 50 13 9018 
8 35 5 12 9018 
8 35 20 13 9018 
8 35 35 12 9018 
8 35 50 13 9018 
8 36 5 12 9018 
8 36 20 13 9018 
8 36 35 12 9018 
8 36 50 13 9018 
8 37 5 12 9018 
8 37 20 13 8958 
8 37 35 12 9018 
8 37 50 13 9018 
8 38 5 12 9018 
8 38 20 13 9018 
8 38 35 12 9018 
8 38 50 13 8958 
8 39 5 12 8958 
8 39 20 13 8958 
8 39 35 12 9018 
8 39 50 13 8958 
8 40 5 12 8958 
8 40 20 13 9018 
8 40 35 12 8958 
8 40 50 13 9018 
8 41 5 12 9018 
8 41 20 13 8958 
8 41 35 12 8958 
8 41 50 13 9018 
8 42 5 12 9018 
8 42 20 13 9018 
8 42 35 12 9018 
8 42 50 13 8958 
8 43 5 12 8958 
8 43 20 13 9018 
8 43 35 12 8958 
8 43 50 13 9018 
8 44 5 12 9018 
8 44 20 13 8958 
8 44 35 12 9018 
8 44 50 13 8958 
8 45 5 12 9018 
8 45 20 13 8958 
8 45 35 12 9018 
8 45 50 13 9018 
8 46 5 12 9018 
8 46 20 13 8958 
8 46 35 12 9018 
8 46 50 13 9018 
8 47 5 12 9018 
8 47 20 13 9018 
8 47 35 12 8958 
8 47 50 13 8958 
8 48 5 12 9018 
8 48 20 13 8958 
8 50 50 13 9018 
8 51 5 12 8958 
8 51 20 13 8958 
8 51 35 12 9018 
8 51 50 13 9018 
8 52 5 12 8958 
8 52 20 13 8958 
8 52 35 12 9018 
8 52 50 13 9018 
8 53 5 12 9018 
8 53 20 13 9018 
8 53 35 12 9018 
8 53 50 13 8958 
8 54 5 12 9018 
8 54 20 13 9018 
8 54 35 12 8958 
8 54 50 13 9018 
8 55 5 12 9018 
8 55 20 13 9018 
8 55 35 12 8958 
8 55 50 13 8958 
8 56 5 12 9018 
8 56 20 13 8958 
8 56 35 12 8958 
8 56 50 13 8958 
8 57 5 12 9018 
8 57 20 13 8958 
8 57 35 12 9018 
8 57 50 13 9018 
8 58 5 12 9018 
8 58 20 13 9018 
8 58 35 12 9018 
8 58 50 13 9018 
8 59 5 12 9018 
8 59 20 13 9018 
8 59 35 12 9018 
8 59 50 13 9018 
9 0 5 12 8958 
9 0 20 13 9018 
9 0 35 12 8958 
9 0 50 13 8958 
9 1 5 12 8958 
9 1 20 13 9018 
9 1 35 12 9018 
9 1 50 13 8958 
9 2 5 12 8958 
9 2 20 13 8958 
9 2 35 12 9018 
9 2 50 13 9018 
9 3 5 12 9018 
9 3 20 13 8958 
9 3 35 12 9018 
9 3 50 13 8958 
9 4 5 12 8958 
9 4 20 13 9018 
9 4 35 12 8958 
9 4 50 13 8958 
9 5 5 12 8958 
9 5 20 13 8958 
9 7 50 13 9018 
9 8 5 12 8958 
9 8 20 13 8958 
9 8 35 12 8958 
9 8 50 13 8958 
9 9 5 12 8958 
